,Department,Course,Section,Instructor,Time
3922,CHEM,128,82,"Mirafzal, Hoda",TR 07:40 PM - 09:00 PM
3754,CHEM,200,01,"Bush, Seth D.",N/A N/A - N/A
3769,CHEM,200,02,"Eagon, Scott C.",N/A N/A - N/A
3766,CHEM,200,03,"Fernando, Raymond H.",N/A N/A - N/A
3755,CHEM,201,01,"Bush, Seth D.",F 06:10 PM - 09:00 PM
3884,CHEM,201,02,"Bercovici, Daniel A.",S 08:10 AM - 02:00 PM
3779,CHEM,201,03,"Frantz, Derik K.",S 02:10 PM - 08:00 PM
3885,CHEM,201,04,"Bercovici, Daniel A.",U 08:10 AM - 05:00 PM
3850,CHEM,216,01,"Silvestri, Michael G.",MW 12:10 PM - 02:00 PM
3851,CHEM,216,02,"Silvestri, Michael G.",M 03:10 PM - 06:00 PM
3852,CHEM,216,03,"Silvestri, Michael G.",T 12:10 PM - 03:00 PM
3853,CHEM,216,04,"Silvestri, Michael G.",T 03:10 PM - 06:00 PM
3902,CHEM,216,05,"Dettmar, Christopher Meyler",F 12:10 PM - 03:00 PM
3806,CHEM,216,11,"Kingsbury, Kevin B.",TR 09:10 AM - 11:00 AM
3807,CHEM,216,12,"Kingsbury, Kevin B.",W 08:10 AM - 11:00 AM
3808,CHEM,216,13,"Kingsbury, Kevin B.",W 12:10 PM - 03:00 PM
3809,CHEM,216,14,"Kingsbury, Kevin B.",R 03:10 PM - 06:00 PM
3903,CHEM,216,15,"Dettmar, Christopher Meyler",M 12:10 PM - 03:00 PM
3802,CHEM,217,01,"Kantorowski, Eric J.",TR 12:10 PM - 01:30 PM
3770,CHEM,217,11,"Eagon, Scott C.",TR 08:10 AM - 09:30 AM
3818,CHEM,217,21,"Marlier, John F.",MW 04:10 PM - 05:30 PM
3825,CHEM,217,31,"Meisenheimer, Kristen M.",TR 03:10 PM - 04:30 PM
3780,CHEM,217,41,"Frantz, Derik K.",TR 04:40 PM - 06:00 PM
3826,CHEM,220,01,"Meisenheimer, Kristen M.",M 12:10 PM - 03:00 PM
3938,CHEM,220,02,"Walker, Randon H.",M 03:10 PM - 06:00 PM
3827,CHEM,220,03,"Meisenheimer, Kristen M.",T 08:10 AM - 11:00 AM
3886,CHEM,220,04,"Bercovici, Daniel A.",T 12:10 PM - 03:00 PM
3887,CHEM,220,05,"Bercovici, Daniel A.",T 03:10 PM - 06:00 PM
3828,CHEM,220,07,"Meisenheimer, Kristen M.",W 12:10 PM - 03:00 PM
3939,CHEM,220,08,"Walker, Randon H.",W 03:10 PM - 06:00 PM
3829,CHEM,220,09,"Meisenheimer, Kristen M.",R 08:10 AM - 11:00 AM
3888,CHEM,220,10,"Bercovici, Daniel A.",R 12:10 PM - 03:00 PM
3889,CHEM,220,11,"Bercovici, Daniel A.",R 03:10 PM - 06:00 PM
3890,CHEM,220,12,"Bercovici, Daniel A.",F 08:10 AM - 11:00 AM
3940,CHEM,220,13,"Walker, Randon H.",F 12:10 PM - 03:00 PM
3803,CHEM,221,01,"Kantorowski, Eric J.",MW 08:10 AM - 11:00 AM
3804,CHEM,221,02,"Kantorowski, Eric J.",MW 12:10 PM - 03:00 PM
3891,CHEM,221,03,"Bercovici, Daniel A.",MW 03:10 PM - 06:00 PM
3819,CHEM,221,04,"Marlier, John F.",TR 08:10 AM - 11:00 AM
3820,CHEM,221,05,"Marlier, John F.",TR 12:10 PM - 03:00 PM
3782,CHEM,308,70,"Goodman, Anya L.",TR 12:10 PM - 02:00 PM
3941,CHEM,312,01,"Walker, Randon H.",MTWR 08:10 AM - 09:00 AM
3942,CHEM,312,02,"Walker, Randon H.",M 12:10 PM - 03:00 PM
3943,CHEM,312,04,"Walker, Randon H.",R 03:10 PM - 06:00 PM
3892,CHEM,312,06,"Bohn, Christine Marie",R 12:10 PM - 03:00 PM
3854,CHEM,312,31,"Ward, Sandra Marie",MW 02:10 PM - 04:00 PM
3893,CHEM,312,33,"Bohn, Christine Marie",T 12:10 PM - 03:00 PM
3894,CHEM,312,36,"Bohn, Christine Marie",T 08:10 AM - 11:00 AM
3895,CHEM,312,37,"Bohn, Christine Marie",R 08:10 AM - 11:00 AM
3790,CHEM,312,41,"Haynes II, Martyn Taylor",TR 09:10 AM - 11:00 AM
3791,CHEM,312,42,"Haynes II, Martyn Taylor",W 08:10 AM - 11:00 AM
3792,CHEM,312,43,"Haynes II, Martyn Taylor",F 08:10 AM - 11:00 AM
3793,CHEM,312,44,"Haynes II, Martyn Taylor",F 12:10 PM - 03:00 PM
3932,CHEM,312,51,"Turner, Barbara E.",TR 04:10 PM - 06:00 PM
3933,CHEM,312,52,"Turner, Barbara E.",M 08:10 AM - 11:00 AM
3934,CHEM,312,53,"Turner, Barbara E.",W 12:10 PM - 03:00 PM
3935,CHEM,312,54,"Turner, Barbara E.",W 03:10 PM - 06:00 PM
3858,CHEM,313,21,"Watts, Katharine Rose",MW 10:10 AM - 12:00 PM
3917,CHEM,313,22,"Maj, Magdalena Alicja",T 03:10 PM - 06:00 PM
3918,CHEM,313,23,"Maj, Magdalena Alicja",W 03:10 PM - 06:00 PM
3912,CHEM,313,24,"Illingworth, Melissa Jane",R 08:10 AM - 11:00 AM
3836,CHEM,313,31,"Rice, Margaret S.",TR 04:10 PM - 06:00 PM
3837,CHEM,313,32,"Rice, Margaret S.",W 08:10 AM - 11:00 AM
3838,CHEM,313,33,"Rice, Margaret S.",W 12:10 PM - 03:00 PM
3839,CHEM,313,34,"Rice, Margaret S.",R 12:10 PM - 03:00 PM
3863,CHEM,351,01,"Zhang, Shanju",MWF 08:10 AM - 09:00 AM
3794,CHEM,352,01,"Heying, Michael David",TR 09:40 AM - 11:00 AM
3787,CHEM,354,01,"Hagen, John P.",MW 08:10 AM - 11:00 AM
3795,CHEM,354,02,"Heying, Michael David",MW 12:10 PM - 03:00 PM
3860,CHEM,371,11,"Wilkinson, Steven P.",MW 02:10 PM - 04:00 PM
3861,CHEM,371,13,"Wilkinson, Steven P.",T 12:10 PM - 03:00 PM
3776,CHEM,371,14,"Fogle, Emily Joyce",T 03:10 PM - 06:00 PM
3862,CHEM,371,15,"Wilkinson, Steven P.",R 12:10 PM - 03:00 PM
3859,CHEM,373,01,"Watts, Katharine Rose",TR 01:40 PM - 03:00 PM
3771,CHEM,377,01,"Eagon, Scott C.",TR 03:10 PM - 04:30 PM
3756,CHEM,400,01,"Bush, Seth D.",F 06:10 PM - 09:00 PM
3768,CHEM,400,02,"Campbell, Tammy Y.",S 08:10 AM - 02:00 PM
3772,CHEM,400,03,"Eagon, Scott C.",S 02:10 PM - 08:00 PM
3757,CHEM,400,04,"Bush, Seth D.",U 08:10 AM - 05:00 PM
3805,CHEM,400,05,"Kantorowski, Eric J.",S 08:10 AM - 02:00 PM
3758,CHEM,400,06,"Bush, Seth D.",U 08:10 AM - 02:00 PM
3759,CHEM,401,01,"Bush, Seth D.",F 06:10 PM - 09:00 PM
3773,CHEM,401,03,"Eagon, Scott C.",S 02:10 PM - 08:00 PM
3774,CHEM,401,04,"Eagon, Scott C.",S 08:10 AM - 02:00 PM
3775,CHEM,401,05,"Eagon, Scott C.",U 08:10 AM - 02:00 PM
3783,CHEM,401,07,"Goodman, Anya L.",S 08:10 AM - 02:00 PM
3781,CHEM,414,01,"Frantz, Derik K.",MW 04:10 PM - 05:30 PM
3817,CHEM,439,01,"Lehr, Corinne Rita",MWF 11:10 AM - 12:00 PM
3797,CHEM,439,02,"Immoos, Chad E.",TR 08:10 AM - 11:00 AM
3867,CHEM,439,03,"Zoerb, Matthew C.",TR 12:10 PM - 03:00 PM
3844,CHEM,445,70,"Sapper, Erik D.",TR 08:10 AM - 09:30 AM
3845,CHEM,448,70,"Sapper, Erik D.",MW 12:10 PM - 03:00 PM
3760,CHEM,459,01,"Bush, Seth D.",R 04:10 PM - 06:00 PM
3761,CHEM,461,01,"Bush, Seth D.",N/A N/A - N/A
3762,CHEM,463,01,"Bush, Seth D.",N/A N/A - N/A
3810,CHEM,466,01,"Kiste, Alan L.",M 06:10 PM - 08:00 PM
3784,CHEM,474,01,"Goodman, Anya L.",M 09:10 AM - 10:00 AM
3785,CHEM,474,02,"Goodman, Anya L.",WF 08:10 AM - 11:00 AM
3786,CHEM,474,03,"Goodman, Anya L.",WF 12:10 PM - 03:00 PM
3763,CHEM,500,01,"Bush, Seth D.",N/A N/A - N/A
3846,CHEM,545,70,"Sapper, Erik D.",TR 08:10 AM - 09:30 AM
3847,CHEM,548,70,"Sapper, Erik D.",MW 12:10 PM - 03:00 PM
3864,CHEM,590,01,"Zhang, Shanju",F 10:10 AM - 11:00 AM
3764,CHEM,598,01,"Bush, Seth D.",N/A N/A - N/A
3765,CHEM,599,01,"Bush, Seth D.",N/A N/A - N/A
3811,CHEM,P128,41,"Kiste, Alan L.",MWF 09:10 AM - 10:00 AM
3812,CHEM,P128,42,"Kiste, Alan L.",MWF 10:10 AM - 11:00 AM
3857,CHEM,P312,31,"Ward, Sandra Marie",MW 02:10 PM - 04:00 PM
3896,CHEM,P312,37,"Bohn, Christine Marie",R 08:10 AM - 11:00 AM
3840,CHEM,P313,31,"Rice, Margaret S.",TR 04:10 PM - 06:00 PM
3841,CHEM,P313,33,"Rice, Margaret S.",W 12:10 PM - 03:00 PM
2459,CHIN,102,03,"Matarrese, Teresiana",MTW 01:10 PM - 02:00 PM
2460,CHIN,102,04,"Matarrese, Teresiana",R 01:10 PM - 02:00 PM
2465,CHIN,202,03,"Pai, Su-Chin",TR 04:10 PM - 05:30 PM
2466,CHIN,202,04,"Pai, Su-Chin",TR 05:40 PM - 06:00 PM
2467,CHIN,P202,03,"Pai, Su-Chin",TR 04:10 PM - 05:30 PM
2468,CHIN,P202,04,"Pai, Su-Chin",TR 05:40 PM - 06:00 PM
904,CM,102,01,"Banks, Christi C.",TR 04:10 PM - 05:00 PM
929,CM,102,02,"Roy, Terry M.",TR 08:10 AM - 09:00 AM
908,CM,113,03,"Brinkman, Eric J.",MW 08:10 AM - 09:00 AM
905,CM,113,04,"Banks, Christi C.",TR 09:10 AM - 10:00 AM
924,CM,114,04,"Redden, Paul Eugene",MW 12:10 PM - 03:00 PM
909,CM,114,05,"Brinkman, Eric J.",TR 08:10 AM - 11:00 AM
886,CM,114,06,"Jones, Barry K.",MW 09:10 AM - 12:00 PM
932,CM,115,07,"Speidel, Elbert",MTWR 07:10 AM - 10:00 AM
933,CM,115,08,"Speidel, Elbert",MTWR 10:10 AM - 11:00 AM
900,CM,115,09,"Weber, Paul A.",MTWR 12:10 PM - 03:00 PM
901,CM,115,10,"Weber, Paul A.",MTWR 03:10 PM - 04:00 PM
913,CM,115,11,"Knight, Daniel Jack",MTWR 12:10 PM - 03:00 PM
914,CM,115,12,"Knight, Daniel Jack",MTWR 03:10 PM - 04:00 PM
920,CM,214,01,"Kolegraff, Stacy Ann",MTW 01:10 PM - 03:00 PM
921,CM,214,02,"Kolegraff, Stacy Ann",MTWR 03:10 PM - 04:00 PM
927,CM,214,03,"Robinson, Michal Roger",MW 09:10 AM - 12:00 PM
928,CM,214,04,"Robinson, Michal Roger",MW 12:10 PM - 01:00 PM
925,CM,232,01,"Redden, Paul Eugene",MW 04:10 PM - 05:30 PM
926,CM,232,02,"Redden, Paul Eugene",TR 04:10 PM - 05:30 PM
882,CM,280,01,"Hailer, Jason Donald",TR 04:10 PM - 06:00 PM
883,CM,280,02,"Hailer, Jason Donald",MW 04:10 PM - 06:00 PM
906,CM,313,01,"Boucher, Edward M.",M 12:10 PM - 03:00 PM
907,CM,313,02,"Boucher, Edward M.",M 03:10 PM - 04:00 PM
887,CM,314,01,"Jones, Barry K.",M 12:10 PM - 03:00 PM
884,CM,314,02,"Jones, Barry K.",M 03:10 PM - 04:00 PM
880,CM,314,03,"Hailer, Jason Donald",M 08:10 AM - 11:00 AM
881,CM,314,04,"Hailer, Jason Donald",M 11:10 AM - 12:00 PM
888,CM,317,80,"Kelting, Scott David",N/A N/A - N/A
889,CM,317,82,"Kelting, Scott David",N/A N/A - N/A
896,CM,334,01,"Starzyk, Gregory F.",MW 10:10 AM - 12:00 PM
911,CM,334,03,"Knight, Daniel Jack",MW 09:10 AM - 11:00 AM
917,CM,335,01,"Kolegraff, Stacy Ann",TR 09:10 AM - 11:00 AM
912,CM,335,02,"Knight, Daniel Jack",MW 04:10 PM - 06:00 PM
918,CM,371,70,"Kolegraff, Stacy Ann",MW 07:40 AM - 09:00 AM
919,CM,371,71,"Kolegraff, Stacy Ann",MW 09:10 AM - 10:00 AM
890,CM,400,01,"Kelting, Scott David",N/A N/A - N/A
892,CM,411,01,"Simonian, Lonny G.",M 12:10 PM - 03:00 PM
893,CM,411,02,"Simonian, Lonny G.",M 03:10 PM - 04:00 PM
902,CM,413,01,"Banks, Christi C.",M 12:10 PM - 03:00 PM
903,CM,413,02,"Banks, Christi C.",M 03:10 PM - 04:00 PM
897,CM,415,01,"Starzyk, Gregory F.",MTWR 01:10 PM - 04:00 PM
930,CM,423,01,"Speidel, Elbert",TR 04:10 PM - 06:00 PM
891,CM,425,01,"Kelting, Scott David",TR 09:10 AM - 11:00 AM
894,CM,443,01,"Simonian, Lonny G.",MW 08:10 AM - 11:00 AM
879,CM,462,01,"Barlow, Philip L.",N/A N/A - N/A
895,CM,462,02,"Simonian, Lonny G.",N/A N/A - N/A
885,CM,462,03,"Jones, Barry K.",N/A N/A - N/A
931,CM,462,04,"Speidel, Elbert",N/A N/A - N/A
922,CM,462,07,"Redden, Paul Eugene",N/A N/A - N/A
898,CM,462,08,"Starzyk, Gregory F.",N/A N/A - N/A
899,CM,480,01,"Starzyk, Gregory F.",MW 04:10 PM - 06:00 PM
923,CM,P232,02,"Redden, Paul Eugene",TR 04:10 PM - 05:30 PM
2003,COMS,101,01,"Davis, Sheree Twisselman",TR 09:10 AM - 11:00 AM
2004,COMS,101,02,"Davis, Sheree Twisselman",TR 12:10 PM - 02:00 PM
1085,COMS,101,04,"Daubert, Sara Jo",TR 12:10 PM - 02:00 PM
2007,COMS,101,05,"Frisco, Patrick",TR 02:10 PM - 04:00 PM
2008,COMS,101,06,"Frisco, Patrick",TR 07:10 AM - 09:00 AM
2009,COMS,101,07,"Frisco, Patrick",TR 09:10 AM - 11:00 AM
2010,COMS,101,08,"Gerbasi, Suzanne Carol",MW 08:10 AM - 10:00 AM
2011,COMS,101,09,"Gerbasi, Suzanne Carol",MW 12:10 PM - 02:00 PM
2013,COMS,101,10,"Heath, Rebecca Piirto",MW 04:10 PM - 06:00 PM
2014,COMS,101,11,"Heath, Rebecca Piirto",MW 06:10 PM - 08:00 PM
2015,COMS,101,12,"Heath, Rebecca Piirto",MW 02:10 PM - 04:00 PM
2482,COMS,101,13,"Kalin, Ruth A.",TR 04:10 PM - 06:00 PM
2483,COMS,101,14,"Kalin, Ruth A.",TR 06:10 PM - 08:00 PM
2484,COMS,101,15,"Kalin, Ruth A.",MW 06:10 PM - 08:00 PM
2016,COMS,101,16,"Katona, Leah Andrea",MW 04:10 PM - 06:00 PM
2017,COMS,101,17,"Katona, Leah Andrea",TR 04:10 PM - 06:00 PM
2018,COMS,101,18,"Katona, Leah Andrea",TR 06:10 PM - 08:00 PM
2019,COMS,101,19,"Kawamura, Lisa M.",MW 08:10 AM - 10:00 AM
2020,COMS,101,20,"Kawamura, Lisa M.",MW 10:10 AM - 12:00 PM
2021,COMS,101,21,"Kawamura, Lisa M.",TR 07:10 AM - 09:00 AM
1992,COMS,101,22,"Kolodziejski, Lauren Renel",MTWR 07:10 AM - 08:00 AM
2022,COMS,101,23,"Laidlaw, Rebecca J.",MW 10:10 AM - 12:00 PM
2023,COMS,101,24,"Laidlaw, Rebecca J.",MW 12:10 PM - 02:00 PM
2024,COMS,101,25,"Laidlaw, Rebecca J.",MW 02:10 PM - 04:00 PM
2025,COMS,101,26,"Laidlaw, Rebecca J.",MW 04:10 PM - 06:00 PM
2026,COMS,101,27,"Mehl, Martin",MW 12:10 PM - 02:00 PM
2027,COMS,101,28,"Mehl, Martin",MW 02:10 PM - 04:00 PM
2028,COMS,101,29,"Mehl, Martin",TR 12:10 PM - 02:00 PM
2029,COMS,101,30,"Mehl, Martin",TR 02:10 PM - 04:00 PM
2039,COMS,101,31,"Shea, Barbara C.",MW 02:10 PM - 04:00 PM
2040,COMS,101,32,"Shea, Barbara C.",MW 04:10 PM - 06:00 PM
2030,COMS,101,33,"Meserko, Vincent M.",MW 08:10 AM - 10:00 AM
2031,COMS,101,34,"Meserko, Vincent M.",MW 12:10 PM - 02:00 PM
2032,COMS,101,36,"Meserko, Vincent M.",TR 12:10 PM - 02:00 PM
2057,COMS,101,37,"Terry, Andrea June",MW 08:10 AM - 10:00 AM
2058,COMS,101,38,"Terry, Andrea June",MW 12:10 PM - 02:00 PM
2059,COMS,101,39,"Terry, Andrea June",MW 04:10 PM - 06:00 PM
2061,COMS,101,40,"Truch, Nina Jolene",MW 08:10 AM - 10:00 AM
2062,COMS,101,41,"Truch, Nina Jolene",MW 10:10 AM - 12:00 PM
2063,COMS,101,42,"Truch, Nina Jolene",TR 09:10 AM - 11:00 AM
2064,COMS,101,44,"Ward, Amy E.",MW 10:10 AM - 12:00 PM
2065,COMS,101,45,"Ward, Amy E.",MW 02:10 PM - 04:00 PM
2066,COMS,101,46,"Ward, Amy E.",MW 04:10 PM - 06:00 PM
2067,COMS,101,47,"Winn, Michael W.",TR 07:10 AM - 09:00 AM
2068,COMS,101,48,"Winn, Michael W.",TR 07:10 PM - 09:00 PM
2069,COMS,101,49,"Winn, Michael W.",TR 05:10 PM - 07:00 PM
2070,COMS,101,50,"Winn, Michael W.",MW 12:10 PM - 02:00 PM
2071,COMS,101,52,"Woffinden, Charles R.",MW 10:10 AM - 12:00 PM
2072,COMS,101,54,"Woffinden, Charles R.",TR 09:10 AM - 11:00 AM
2073,COMS,101,59,"Woffinden, Charles R.",MW 12:10 PM - 02:00 PM
1985,COMS,101,67,"Carlson, Cassandra Lee",MW 06:10 PM - 08:00 PM
2012,COMS,101,81,"Gerbasi, Suzanne Carol",MW 02:10 PM - 04:00 PM
1999,COMS,102,01,"Bredeson, Dominique Therese",MW 08:10 AM - 10:00 AM
2046,COMS,102,03,"Stauffer, Erma",MTWR 03:10 PM - 04:00 PM
2047,COMS,102,04,"Stauffer, Erma",MTWR 04:10 PM - 05:00 PM
2048,COMS,102,05,"Stauffer, Erma",MTWR 05:10 PM - 06:00 PM
2051,COMS,102,06,"Steele, Jodie L.",MW 08:10 AM - 10:00 AM
2052,COMS,102,07,"Steele, Jodie L.",MW 10:10 AM - 12:00 PM
2053,COMS,102,09,"Teitelbaum, Jeremy B.",MW 08:10 AM - 10:00 AM
2054,COMS,102,10,"Teitelbaum, Jeremy B.",MW 10:10 AM - 12:00 PM
2055,COMS,102,11,"Teitelbaum, Jeremy B.",TR 05:10 PM - 07:00 PM
2056,COMS,102,12,"Teitelbaum, Jeremy B.",TR 02:10 PM - 04:00 PM
2000,COMS,102,13,"Bredeson, Dominique Therese",TR 07:10 AM - 09:00 AM
2001,COMS,102,14,"Bredeson, Dominique Therese",MW 02:10 PM - 04:00 PM
2002,COMS,102,15,"Bredeson, Dominique Therese",TR 12:10 PM - 02:00 PM
2033,COMS,102,21,"Meserko, Vincent M.",MTWR 05:10 PM - 06:00 PM
2036,COMS,126,01,"Patrick II, John F.",TR 09:10 AM - 11:00 AM
2037,COMS,126,02,"Patrick II, John F.",TR 02:10 PM - 04:00 PM
2034,COMS,145,01,"Nolan, Francis J.",MTWR 07:10 AM - 08:00 AM
2035,COMS,145,02,"Nolan, Francis J.",MTWR 08:10 AM - 09:00 AM
1981,COMS,208,01,"Blau, Jnan A.",TR 12:10 PM - 02:00 PM
2041,COMS,212,01,"Shea, Barbara C.",TR 12:10 PM - 02:00 PM
1974,COMS,213,01,"Askay, David A.",TR 02:10 PM - 04:00 PM
1996,COMS,213,02,"Lambertz-Berndt, Megan M.",MW 10:10 AM - 12:00 PM
1975,COMS,217,01,"Askay, David A.",TR 09:10 AM - 11:00 AM
1988,COMS,218,70,"Conway-Silva, Bethany Anne",TR 02:10 PM - 04:00 PM
2038,COMS,250,01,"Patrick II, John F.",TR 04:10 PM - 06:00 PM
2042,COMS,311,01,"Shea, Barbara C.",TR 02:10 PM - 04:00 PM
1989,COMS,312,01,"Conway-Silva, Bethany Anne",TR 12:10 PM - 02:00 PM
1982,COMS,316,01,"Blau, Jnan A.",TR 09:10 AM - 11:00 AM
2074,COMS,316,02,"Woffinden, Charles R.",TR 07:10 AM - 09:00 AM
2060,COMS,322,01,"Terry, Andrea June",TR 12:10 PM - 02:00 PM
1993,COMS,332,01,"Kolodziejski, Lauren Renel",MW 08:10 AM - 10:00 AM
2043,COMS,350,01,"Skiles, Christopher J.",TR 04:10 PM - 06:00 PM
2044,COMS,350,02,"Skiles, Christopher J.",N/A N/A - N/A
2045,COMS,385,01,"Skiles, Christopher J.",TR 02:10 PM - 04:00 PM
1979,COMS,395,01,"Besel, Richard D.",TR 12:10 PM - 02:00 PM
1983,COMS,400,03,"Blau, Jnan A.",N/A N/A - N/A
1990,COMS,400,05,"Conway-Silva, Bethany Anne",N/A N/A - N/A
1997,COMS,413,01,"Lambertz-Berndt, Megan M.",MW 08:10 AM - 10:00 AM
1972,COMS,435,01,"Duffy, Bernard K.",MTWR 10:10 AM - 11:00 AM
1976,COMS,450,01,"Askay, David A.",TR 01:10 PM - 02:00 PM
1994,COMS,460,01,"Kolodziejski, Lauren Renel",W 11:10 AM - 12:00 PM
1977,COMS,460,02,"Askay, David A.",W 04:10 PM - 05:00 PM
1978,COMS,461,01,"Askay, David A.",N/A N/A - N/A
1980,COMS,461,02,"Besel, Richard D.",N/A N/A - N/A
1984,COMS,461,03,"Blau, Jnan A.",N/A N/A - N/A
1986,COMS,461,04,"Carlson, Cassandra Lee",N/A N/A - N/A
1995,COMS,461,08,"Kolodziejski, Lauren Renel",N/A N/A - N/A
1998,COMS,461,09,"Lambertz-Berndt, Megan M.",N/A N/A - N/A
1987,COMS,470,01,"Carlson, Cassandra Lee",MW 10:10 AM - 12:00 PM
1973,COMS,485,01,"Duffy, Bernard K.",N/A N/A - N/A
3386,CPE,101,01,"Hollister, Brad Eric",MWF 10:10 AM - 11:00 AM
3387,CPE,101,02,"Hollister, Brad Eric",MWF 11:10 AM - 12:00 PM
3432,CPE,101,03,"Workman, Julie A.",MWF 09:10 AM - 10:00 AM
3433,CPE,101,04,"Workman, Julie A.",MWF 10:10 AM - 11:00 AM
3434,CPE,101,05,"Workman, Julie A.",MWF 11:10 AM - 12:00 PM
3435,CPE,101,06,"Workman, Julie A.",MWF 12:10 PM - 01:00 PM
3388,CPE,101,09,"Hollister, Brad Eric",MWF 08:10 AM - 09:00 AM
3389,CPE,101,10,"Hollister, Brad Eric",MWF 09:10 AM - 10:00 AM
3382,CPE,101,11,"Hatalsky, Paul A.",MWF 09:10 AM - 10:00 AM
3383,CPE,101,12,"Hatalsky, Paul A.",MWF 10:10 AM - 11:00 AM
3362,CPE,101,15,"Einakian, Sussan",TR 03:10 PM - 04:30 PM
3363,CPE,101,16,"Einakian, Sussan",TR 04:40 PM - 06:00 PM
3392,CPE,101,17,"Jones, Brian Thomas",TR 01:40 PM - 03:00 PM
3393,CPE,101,18,"Jones, Brian Thomas",TR 03:10 PM - 04:30 PM
3364,CPE,101,19,"Einakian, Sussan",TR 12:10 PM - 01:30 PM
3365,CPE,101,20,"Einakian, Sussan",TR 01:40 PM - 03:00 PM
3394,CPE,101,21,"Jones, Brian Thomas",TR 09:40 AM - 11:00 AM
3395,CPE,101,22,"Jones, Brian Thomas",TR 12:10 PM - 01:30 PM
3436,CPE,101,25,"Kauffman, Daniel Alexander",MWF 02:10 PM - 03:00 PM
3437,CPE,101,26,"Kauffman, Daniel Alexander",MWF 03:10 PM - 04:00 PM
3410,CPE,102,01,"Parkinson, David Shawn",MWF 07:10 AM - 08:00 AM
3411,CPE,102,02,"Parkinson, David Shawn",MWF 08:10 AM - 09:00 AM
3360,CPE,102,07,"Einakian, Sussan",TR 08:10 AM - 09:30 AM
3361,CPE,102,08,"Einakian, Sussan",TR 09:40 AM - 11:00 AM
3396,CPE,103,01,"Koller, Dieter",MWF 02:10 PM - 03:00 PM
3397,CPE,103,02,"Koller, Dieter",MWF 03:10 PM - 04:00 PM
3378,CPE,103,03,"Hatalsky, Paul A.",MWF 11:10 AM - 12:00 PM
3379,CPE,103,04,"Hatalsky, Paul A.",MWF 12:10 PM - 01:00 PM
3380,CPE,103,05,"Hatalsky, Paul A.",MWF 01:10 PM - 02:00 PM
3381,CPE,103,06,"Hatalsky, Paul A.",MWF 02:10 PM - 03:00 PM
2945,CPE,133,05,"Botros, Nazeih Mourad",MWF 04:10 PM - 05:00 PM
2946,CPE,133,06,"Botros, Nazeih Mourad",MWF 05:10 PM - 06:00 PM
2840,CPE,133,07,"Benson, Bridget Gwenith Montobbio",TR 12:10 PM - 01:30 PM
2841,CPE,133,08,"Benson, Bridget Gwenith Montobbio",TR 01:40 PM - 03:00 PM
2990,CPE,225,01,"Planck, John R.",MWF 12:10 PM - 01:00 PM
2991,CPE,225,02,"Planck, John R.",MWF 01:10 PM - 02:00 PM
3430,CPE,225,03,"Workman, Julie A.",MWF 01:10 PM - 02:00 PM
3431,CPE,225,04,"Workman, Julie A.",MWF 02:10 PM - 03:00 PM
2992,CPE,225,05,"Planck, John R.",MWF 02:10 PM - 03:00 PM
2993,CPE,225,06,"Planck, John R.",MWF 03:10 PM - 04:00 PM
2958,CPE,233,01,"Gerfen, Jeffrey B.",MWF 08:10 AM - 09:00 AM
2959,CPE,233,02,"Gerfen, Jeffrey B.",MWF 09:10 AM - 10:00 AM
2966,CPE,233,03,"Hummel, Paul J.",MWF 08:10 AM - 09:00 AM
2967,CPE,233,04,"Hummel, Paul J.",MWF 09:10 AM - 10:00 AM
2960,CPE,233,05,"Gerfen, Jeffrey B.",MWF 10:10 AM - 11:00 AM
2961,CPE,233,06,"Gerfen, Jeffrey B.",MWF 11:10 AM - 12:00 PM
2879,CPE,233,07,"Mealy, Bryan J.",MWF 11:10 AM - 12:00 PM
2880,CPE,233,08,"Mealy, Bryan J.",MWF 12:10 PM - 01:00 PM
2968,CPE,233,09,"Hummel, Paul J.",MWF 12:10 PM - 01:00 PM
2969,CPE,233,10,"Hummel, Paul J.",MWF 01:10 PM - 02:00 PM
2970,CPE,233,11,"Hummel, Paul J.",MWF 02:10 PM - 03:00 PM
2971,CPE,233,12,"Hummel, Paul J.",MWF 03:10 PM - 04:00 PM
2881,CPE,233,13,"Mealy, Bryan J.",MWF 02:10 PM - 03:00 PM
2882,CPE,233,14,"Mealy, Bryan J.",MWF 03:10 PM - 04:00 PM
2962,CPE,233,15,"Gerfen, Jeffrey B.",MWF 04:10 PM - 05:00 PM
2963,CPE,233,16,"Gerfen, Jeffrey B.",MWF 05:10 PM - 06:00 PM
3314,CPE,300,01,"Turner, Clark S.",MWF 02:10 PM - 03:00 PM
3315,CPE,300,02,"Turner, Clark S.",MWF 03:10 PM - 04:00 PM
3412,CPE,300,03,"Sakellariou, Nikolaos",TR 09:40 AM - 11:00 AM
3413,CPE,300,04,"Sakellariou, Nikolaos",TR 12:10 PM - 01:30 PM
3414,CPE,300,05,"Sakellariou, Nikolaos",TR 01:40 PM - 03:00 PM
3415,CPE,300,06,"Sakellariou, Nikolaos",TR 03:10 PM - 04:30 PM
3260,CPE,307,01,"Kearns, Timothy J.",MWF 12:10 PM - 01:00 PM
3261,CPE,307,02,"Kearns, Timothy J.",MWF 01:10 PM - 02:00 PM
3418,CPE,308,01,"Socher, Gudrun Salome",MWF 09:10 AM - 10:00 AM
3419,CPE,308,02,"Socher, Gudrun Salome",MWF 10:10 AM - 11:00 AM
